failedPasswords,failedCodes,requestsPerMinute,mouseMovements,keystrokeAvgMs,isProxy,isHosting,hasSuspiciousUA,isOffHoursIST,previousBlocks,timeOnPageSeconds,scrollEvents,pageViews,isAttacker,scenario
0,0,3,168,242.1,False,False,False,True,0,91.4,9,3,0,casual_legit
0,0,4,210,210.9,True,False,False,False,0,37.0,8,5,0,legit_on_vpn
0,0,45,0,63.0,False,False,False,False,0,2.5,0,17,1,scraper_bot
6,1,47,1,56.0,False,True,False,False,2,1.0,0,2,1,credential_stuffing_bot
2,0,16,7,100.4,False,False,False,True,1,12.9,5,2,1,repeat_offender
2,0,3,226,245.7,False,False,False,False,0,19.5,9,3,0,legit_password_typo
4,0,14,164,206.7,True,False,False,True,0,17.7,9,8,1,careful_human_attacker
3,1,6,0,,True,False,True,True,2,1.0,0,1,1,credential_stuffing_bot
0,0,4,219,143.1,False,False,False,False,0,53.1,8,3,0,casual_legit
0,1,25,7,165.8,True,False,True,True,3,1.0,1,8,1,repeat_offender
3,0,32,1,,False,True,True,False,1,1.6,0,1,1,credential_stuffing_bot
0,0,3,0,296.4,False,False,False,False,0,35.1,3,1,0,mobile_legit
0,0,5,49,205.6,False,False,False,False,0,21.7,10,3,0,casual_legit
0,1,3,13,298.1,False,False,False,True,0,30.2,8,1,0,mobile_legit
4,3,15,0,,False,True,True,True,0,1.6,0,2,1,credential_stuffing_bot
0,0,2,0,306.9,False,False,False,True,0,6.3,3,2,0,mobile_legit
0,0,3,5,333.3,False,False,False,True,0,6.6,9,4,0,mobile_legit
0,0,4,125,239.0,True,False,False,False,0,16.6,6,3,0,legit_on_vpn
4,4,7,253,142.6,False,False,False,True,1,5.0,3,5,1,careful_human_attacker
0,0,3,331,249.3,False,False,False,False,0,30.1,9,6,0,casual_legit
2,2,7,290,229.1,False,False,False,False,0,123.1,6,2,0,legit_password_typo
4,2,4,87,193.8,False,False,False,False,1,5.1,6,3,1,careful_human_attacker
3,1,22,1,47.7,False,False,False,False,1,3.4,0,1,1,credential_stuffing_bot
2,0,4,124,151.6,False,False,False,True,0,46.4,1,4,0,legit_password_typo
0,0,3,3,224.9,False,False,False,True,0,24.3,6,4,0,mobile_legit
3,0,32,2,,False,True,True,False,2,3.8,1,2,1,credential_stuffing_bot
0,0,1,196,248.8,False,False,False,False,0,67.0,12,1,0,casual_legit
0,0,6,120,121.7,False,False,False,False,0,37.6,8,5,0,legit_password_typo
2,1,23,0,,False,True,False,False,0,0.8,1,1,1,credential_stuffing_bot
2,1,25,6,106.8,True,False,False,False,3,11.5,1,1,1,repeat_offender
5,0,6,158,223.5,False,False,False,False,0,66.9,19,5,0,legit_password_typo
6,0,29,1,15.0,False,False,False,False,0,3.2,0,1,1,credential_stuffing_bot
0,0,1,40,,False,False,False,False,0,16.2,6,1,0,mobile_legit
1,0,4,245,249.3,False,False,False,False,0,26.6,9,5,0,casual_legit
0,0,0,0,,False,False,False,False,0,51.3,9,4,0,mobile_legit
2,0,7,1,49.3,True,True,False,False,1,1.6,0,2,1,credential_stuffing_bot
1,0,2,58,,False,False,False,False,0,36.2,11,4,0,casual_legit
4,2,15,1,,True,False,False,True,0,0.2,0,1,1,credential_stuffing_bot
0,0,1,12,279.8,False,False,False,True,0,39.7,3,2,0,mobile_legit
0,0,5,8,222.0,True,False,False,False,0,11.4,2,4,0,mobile_legit
3,0,23,0,15.0,True,False,False,True,1,1.0,3,2,1,credential_stuffing_bot
1,0,19,18,144.5,True,False,False,False,3,13.3,0,7,1,repeat_offender
1,0,2,18,257.6,True,False,False,True,0,29.1,6,2,0,mobile_legit
0,0,4,240,204.3,False,False,False,False,0,45.2,11,2,0,casual_legit
1,0,3,39,368.9,False,False,False,False,0,55.2,4,3,1,mobile_legit
3,1,16,8,101.8,True,False,False,True,2,2.9,3,3,1,repeat_offender
0,0,3,239,228.7,False,False,False,False,1,75.8,10,5,0,casual_legit
4,1,12,231,197.2,False,False,False,True,0,6.2,6,5,1,careful_human_attacker
2,2,13,180,269.8,False,False,False,False,0,4.9,6,3,1,careful_human_attacker
0,0,8,0,41.1,False,True,False,True,0,0.3,0,10,1,scraper_bot
0,0,2,124,211.9,True,False,False,False,0,172.9,12,2,1,legit_on_vpn
0,0,5,297,273.7,False,False,False,True,0,31.5,16,1,0,casual_legit
5,0,25,0,42.8,True,True,False,True,3,6.0,1,1,1,credential_stuffing_bot
1,0,3,2,262.9,False,False,False,False,0,23.9,4,2,0,mobile_legit
0,0,56,1,,False,True,True,False,0,1.9,1,13,1,scraper_bot
0,0,1,50,257.2,False,False,False,True,0,147.2,9,1,0,mobile_legit
1,1,19,2,55.4,True,True,False,True,1,1.7,0,16,1,scraper_bot
2,1,45,2,31.8,True,True,False,False,0,0.6,0,2,1,credential_stuffing_bot
6,2,8,237,220.2,True,False,False,True,0,6.2,5,4,1,careful_human_attacker
1,0,8,1,,False,True,True,False,0,6.9,1,10,1,scraper_bot
0,0,3,15,286.2,False,False,False,True,0,24.5,5,4,0,casual_legit
0,0,56,1,54.9,False,False,True,True,1,4.0,0,20,1,scraper_bot
1,0,23,7,,False,False,True,False,2,2.5,1,5,1,repeat_offender
4,0,25,0,44.2,True,True,True,True,0,0.8,0,1,1,credential_stuffing_bot
0,0,4,158,,False,False,False,False,0,8.6,9,1,0,casual_legit
0,0,3,41,284.3,False,False,False,False,0,17.1,3,4,0,mobile_legit
0,0,3,135,165.1,True,False,False,False,0,76.5,7,2,0,legit_on_vpn
0,0,4,4,274.1,False,False,False,False,0,32.7,3,2,0,mobile_legit
1,0,2,14,68.6,True,False,False,False,3,4.0,2,2,1,repeat_offender
0,0,4,124,218.0,False,False,False,False,0,74.2,7,2,0,legit_password_typo
0,0,62,2,,False,True,True,True,0,2.7,0,12,1,scraper_bot
5,1,10,60,313.0,False,False,False,True,1,8.5,12,4,1,careful_human_attacker
0,0,28,1,,False,False,False,True,0,2.9,0,13,1,scraper_bot
0,0,4,132,251.2,False,False,False,False,0,190.6,6,1,0,casual_legit
1,0,3,27,,False,False,False,False,0,69.2,8,2,0,mobile_legit
4,0,25,0,19.4,True,True,True,False,1,0.5,0,1,1,credential_stuffing_bot
7,0,4,0,33.9,False,True,True,False,0,0.8,2,3,1,credential_stuffing_bot
0,0,3,0,274.3,False,False,False,False,0,17.7,4,1,0,mobile_legit
0,0,3,28,215.1,False,False,False,False,0,24.7,3,2,0,casual_legit
0,1,4,93,271.2,False,False,False,False,0,25.8,9,2,0,legit_password_typo
0,0,43,0,,True,False,True,True,0,1.9,0,17,1,scraper_bot
0,0,0,107,307.5,True,False,False,False,0,9.3,4,3,0,legit_on_vpn
4,2,14,197,269.7,False,False,True,True,0,9.1,5,5,1,careful_human_attacker
0,0,4,264,228.3,False,True,False,False,0,10.4,3,2,0,casual_legit
3,3,4,164,216.7,True,False,False,True,1,13.2,4,4,1,careful_human_attacker
2,0,5,283,280.9,False,False,True,True,0,13.6,10,2,0,legit_password_typo
0,1,5,41,148.5,False,True,False,False,0,10.6,7,3,0,legit_password_typo
0,0,2,130,212.5,False,False,False,False,0,6.8,16,3,0,casual_legit
2,4,13,224,274.7,True,False,False,True,1,37.1,8,6,1,careful_human_attacker
0,0,5,71,224.9,True,False,False,False,0,78.5,6,2,0,legit_on_vpn
0,0,64,0,,False,True,True,True,0,4.7,2,11,1,scraper_bot
3,1,36,1,15.0,False,False,True,False,2,2.6,1,2,1,credential_stuffing_bot
4,2,11,26,224.3,False,True,False,True,0,22.3,4,1,1,careful_human_attacker
1,3,10,218,255.0,False,False,False,False,0,31.4,10,5,1,careful_human_attacker
4,0,28,0,,True,True,False,True,3,1.6,0,1,1,credential_stuffing_bot
5,1,13,0,,False,True,False,False,2,0.2,0,1,1,credential_stuffing_bot
0,0,4,228,205.8,True,False,False,False,0,80.7,7,3,0,legit_on_vpn
5,0,19,1,,True,True,True,False,0,1.3,0,1,1,credential_stuffing_bot
0,0,31,0,,True,True,True,False,1,4.9,0,14,1,scraper_bot
6,2,35,0,28.5,False,True,True,False,1,0.6,0,2,1,credential_stuffing_bot
0,0,3,214,214.3,False,False,False,False,0,49.3,8,4,0,casual_legit
3,1,32,0,,True,False,False,False,0,6.0,0,2,1,credential_stuffing_bot
2,1,6,192,211.1,True,False,False,True,0,57.9,5,6,1,careful_human_attacker
0,0,1,121,224.0,False,False,False,False,0,64.6,10,3,0,legit_password_typo
7,2,27,1,28.1,True,True,True,True,2,1.7,0,1,1,credential_stuffing_bot
0,0,71,1,,True,True,True,True,1,0.3,0,9,1,scraper_bot
0,0,4,0,354.6,False,False,True,True,0,24.4,9,1,0,mobile_legit
0,0,5,300,193.8,False,False,False,False,0,15.5,12,1,0,casual_legit
1,0,3,139,200.1,True,False,False,False,0,107.4,10,5,0,legit_on_vpn
0,0,4,167,173.7,False,False,False,False,0,36.3,15,3,0,casual_legit
2,0,43,0,,True,True,True,True,1,0.7,0,2,1,credential_stuffing_bot
0,0,0,106,253.8,True,False,False,False,0,24.4,11,2,0,legit_on_vpn
0,0,0,118,231.4,False,False,False,False,0,21.4,10,4,0,casual_legit
1,0,6,196,115.0,False,False,False,False,0,101.7,15,2,0,legit_password_typo
2,2,30,5,,False,False,False,True,2,5.0,3,7,1,repeat_offender
3,0,27,0,28.4,False,True,True,False,2,6.8,0,3,1,credential_stuffing_bot
0,1,31,0,,False,True,True,False,0,1.5,2,17,1,scraper_bot
1,0,24,10,,True,True,False,True,2,13.4,4,2,1,repeat_offender
0,0,4,113,222.1,False,False,False,False,0,12.0,5,1,0,casual_legit
0,0,4,87,269.4,False,False,False,False,0,53.2,13,5,0,casual_legit
0,0,5,252,205.9,False,False,False,False,0,10.3,7,2,0,casual_legit
2,0,5,171,241.7,False,True,False,False,1,149.3,2,1,0,legit_password_typo
2,3,7,120,219.5,False,False,True,False,1,6.2,5,2,1,careful_human_attacker
0,0,5,117,212.1,True,False,False,False,0,80.9,3,2,0,legit_on_vpn
6,0,33,0,33.8,True,True,False,True,1,0.3,0,1,1,credential_stuffing_bot
0,0,3,292,283.3,False,False,False,False,1,66.7,7,3,0,casual_legit
0,0,3,196,291.2,False,False,False,False,0,38.5,14,2,0,casual_legit
0,0,5,186,227.4,False,False,False,True,0,42.8,5,3,0,casual_legit
1,1,21,8,,False,False,False,True,2,15.6,2,5,1,repeat_offender
0,0,39,0,15.0,False,False,True,True,0,0.5,0,14,1,scraper_bot
0,0,2,22,,False,False,False,False,0,6.9,7,3,0,mobile_legit
1,0,4,120,233.4,False,False,False,False,0,66.5,6,1,0,casual_legit
0,0,4,167,199.8,False,False,False,False,0,14.0,11,2,0,casual_legit
0,0,2,106,214.2,False,False,False,True,0,34.7,11,1,0,casual_legit
3,1,11,0,,True,True,True,False,1,1.8,0,1,1,credential_stuffing_bot
5,1,26,0,15.0,False,False,False,False,0,2.2,0,2,1,credential_stuffing_bot
0,0,3,104,184.1,False,False,False,False,0,167.2,10,1,0,casual_legit
0,0,3,176,259.3,False,False,False,False,0,41.9,16,2,0,casual_legit
0,0,3,287,233.6,False,False,False,False,0,87.3,10,1,0,casual_legit
0,0,16,1,73.1,False,True,True,False,1,1.2,1,13,1,scraper_bot
1,0,3,103,295.1,False,False,False,False,0,5.3,4,1,0,casual_legit
5,0,34,0,48.9,False,False,False,True,0,2.4,0,2,1,credential_stuffing_bot
2,0,1,107,,False,False,False,False,0,17.0,7,2,0,casual_legit
10,0,24,0,,False,True,False,True,0,2.3,0,3,1,credential_stuffing_bot
0,0,0,251,209.4,False,False,False,False,0,70.3,13,2,0,casual_legit
0,0,3,200,199.9,False,False,False,False,0,5.2,10,1,0,casual_legit
5,1,15,2,19.8,False,False,True,False,0,0.7,0,1,1,credential_stuffing_bot
0,0,5,120,246.8,True,False,False,False,0,160.3,7,2,0,legit_on_vpn
1,1,6,205,179.9,False,False,False,False,0,23.5,6,4,0,legit_password_typo
0,0,4,356,187.9,False,False,False,False,0,56.0,14,1,0,casual_legit
0,0,3,177,205.9,False,False,False,False,0,53.4,2,2,0,legit_on_vpn
1,0,3,4,,False,False,False,False,0,13.1,8,3,0,mobile_legit
7,0,28,0,,True,False,False,False,0,3.0,1,2,1,credential_stuffing_bot
3,1,22,1,22.7,True,False,False,False,0,0.7,0,1,1,credential_stuffing_bot
3,0,3,123,176.4,True,False,False,True,0,35.1,12,2,0,legit_password_typo
0,0,4,167,211.4,False,False,False,False,0,6.2,9,3,0,casual_legit
4,4,9,95,167.5,True,True,True,True,1,4.1,7,3,1,careful_human_attacker
0,0,3,155,260.5,False,False,False,True,0,36.0,7,1,0,casual_legit
6,2,12,1,,False,True,True,False,0,0.3,1,2,1,credential_stuffing_bot
0,0,3,9,207.0,False,False,False,False,0,57.8,17,1,0,mobile_legit
0,0,3,114,211.4,False,False,False,True,1,142.6,9,2,0,casual_legit
0,0,3,89,216.7,False,False,False,False,0,72.2,6,1,0,casual_legit
0,0,1,140,167.8,False,False,False,False,0,33.7,4,2,0,legit_password_typo
0,0,1,22,311.7,False,False,False,False,0,37.6,8,2,0,mobile_legit
3,0,32,1,,False,False,True,True,0,0.5,0,1,1,credential_stuffing_bot
6,1,36,0,,True,False,True,True,0,4.2,0,1,1,credential_stuffing_bot
0,0,4,135,352.0,False,False,False,False,0,7.2,4,1,0,casual_legit
4,1,29,0,,True,True,True,True,2,2.0,0,2,1,credential_stuffing_bot
3,4,19,8,50.1,False,False,False,True,2,2.4,2,6,1,repeat_offender
3,1,9,0,48.2,False,False,False,False,1,0.8,0,2,1,credential_stuffing_bot
2,2,17,4,158.6,True,False,False,False,2,4.4,2,6,1,repeat_offender
0,0,1,28,275.1,False,False,False,True,0,42.3,9,1,0,mobile_legit
0,0,2,40,262.6,False,False,False,False,0,13.6,7,4,0,mobile_legit
4,0,19,0,59.4,True,True,True,False,0,0.4,0,1,1,credential_stuffing_bot
0,0,25,2,53.5,True,True,True,False,0,0.3,1,14,1,scraper_bot
0,0,5,22,256.8,False,False,False,False,0,63.8,9,6,0,mobile_legit
2,0,2,0,370.8,False,False,False,True,0,22.8,3,2,0,mobile_legit
1,0,4,24,302.2,False,False,False,False,0,22.1,6,2,1,mobile_legit
4,0,2,104,199.6,True,False,False,False,1,28.1,7,2,0,legit_password_typo
0,0,3,249,195.8,False,False,False,False,0,20.2,9,1,0,casual_legit
6,2,13,1,55.1,True,True,True,False,0,0.6,1,1,1,credential_stuffing_bot
0,0,2,14,,False,False,False,False,0,16.4,9,1,0,mobile_legit
0,0,3,15,258.6,False,False,False,False,0,53.9,7,4,1,mobile_legit
0,0,4,150,233.9,True,False,False,False,0,29.2,11,1,0,legit_on_vpn
0,1,6,189,241.9,True,False,False,False,0,5.5,13,3,0,legit_on_vpn
0,0,3,214,188.1,False,False,False,False,0,46.1,9,3,0,casual_legit
4,3,8,232,199.6,True,False,False,True,0,32.1,4,2,0,careful_human_attacker
2,0,23,0,52.5,True,True,True,False,0,0.3,1,16,1,scraper_bot
1,0,3,30,284.1,False,False,False,False,0,82.9,4,3,0,mobile_legit
1,0,2,0,317.5,False,False,False,False,0,4.7,6,2,0,mobile_legit
3,0,27,0,,False,False,False,False,1,0.6,0,2,1,credential_stuffing_bot
0,0,2,5,249.9,False,False,False,False,0,5.9,6,4,0,mobile_legit
1,0,2,157,174.2,False,False,False,False,0,80.4,11,4,0,legit_password_typo
0,0,0,147,249.3,False,False,False,False,0,76.3,8,4,0,casual_legit
0,0,4,107,242.0,False,False,False,False,0,77.6,9,2,0,casual_legit
2,0,11,11,91.0,True,False,True,False,2,6.7,3,2,1,repeat_offender
0,0,44,3,,True,False,False,False,0,1.6,0,21,1,scraper_bot
4,1,0,10,,True,True,False,False,3,4.9,3,2,1,repeat_offender
0,0,3,224,277.8,False,True,True,False,0,21.3,12,1,0,casual_legit
3,0,8,181,262.2,False,False,False,False,2,56.5,10,1,1,careful_human_attacker
0,0,4,85,167.3,True,False,False,False,0,12.9,6,1,0,casual_legit
0,0,4,9,340.0,False,False,False,False,0,66.4,6,4,0,mobile_legit
3,1,19,8,15.0,True,False,True,True,3,1.1,4,8,1,repeat_offender
0,0,4,4,,False,False,False,True,0,58.4,8,2,0,mobile_legit
0,0,1,165,278.5,False,False,False,False,0,69.5,8,3,0,casual_legit
0,0,3,184,250.6,True,False,False,False,0,51.5,8,3,0,legit_on_vpn
6,0,43,1,,False,True,False,False,0,3.2,2,1,1,credential_stuffing_bot
1,0,5,156,177.3,False,False,False,False,0,26.1,6,2,0,legit_password_typo
0,0,3,20,318.9,True,False,False,True,0,48.7,6,3,0,mobile_legit
2,1,23,10,28.5,False,True,False,False,3,2.2,4,4,1,repeat_offender
0,0,4,40,,False,False,False,False,0,23.5,4,2,0,mobile_legit
0,0,2,272,202.0,False,False,False,False,0,35.8,10,4,0,casual_legit
2,0,2,202,204.8,True,False,False,True,0,7.6,9,4,0,legit_on_vpn
0,0,4,171,266.0,False,False,False,False,0,21.9,8,5,0,casual_legit
0,0,4,9,268.9,False,False,False,False,0,52.8,6,2,0,mobile_legit
0,0,3,178,,False,False,False,False,0,25.3,14,2,0,casual_legit
0,0,1,125,230.9,True,False,False,False,0,27.3,7,3,0,casual_legit
1,0,3,242,197.1,False,False,False,False,0,24.3,8,3,0,casual_legit
0,0,5,197,169.7,False,False,False,False,0,25.6,14,1,0,casual_legit
0,0,4,228,217.0,False,False,False,True,0,73.5,3,3,0,casual_legit
0,0,48,1,55.5,False,False,True,False,0,0.7,0,9,1,scraper_bot
5,1,9,127,261.5,True,False,False,True,0,56.3,6,4,1,careful_human_attacker
0,0,5,232,89.2,False,False,False,False,0,64.4,12,2,0,casual_legit
0,0,3,225,,False,False,False,False,0,51.7,7,2,0,casual_legit
4,1,12,11,70.0,True,False,False,False,1,29.4,2,4,1,repeat_offender
0,0,3,37,284.4,False,False,False,False,0,83.1,6,1,1,mobile_legit
0,0,2,99,210.1,False,False,False,False,0,18.7,11,7,0,casual_legit
0,0,1,210,260.4,False,False,False,True,0,43.9,7,4,0,casual_legit
0,0,4,18,,False,False,False,False,0,77.6,7,3,0,mobile_legit
0,1,16,6,107.4,True,False,True,False,4,1.4,2,4,1,repeat_offender
0,0,1,258,235.5,False,False,False,False,0,12.8,16,5,0,casual_legit
0,0,4,319,207.2,True,False,False,True,0,59.0,9,4,0,casual_legit
7,0,28,1,,True,False,False,True,0,0.3,1,1,1,credential_stuffing_bot
2,3,15,9,,True,True,False,False,2,13.4,2,5,1,repeat_offender
1,0,3,181,199.6,False,False,False,False,0,7.2,8,5,0,casual_legit
0,0,5,33,257.1,False,False,False,False,0,27.4,6,2,0,mobile_legit
2,0,4,94,189.4,False,False,False,False,0,22.9,2,2,0,casual_legit
4,1,22,0,,True,True,True,False,1,0.3,0,1,1,credential_stuffing_bot
2,0,2,174,221.6,False,False,False,False,0,99.4,7,2,0,legit_password_typo
1,0,5,281,263.3,True,False,False,False,0,44.3,11,2,0,legit_password_typo
3,0,19,1,,True,False,False,False,1,1.3,0,1,1,credential_stuffing_bot
0,0,31,0,,False,True,True,True,0,0.5,0,18,1,scraper_bot
0,0,3,174,237.2,False,False,False,False,0,12.4,10,2,0,casual_legit
0,0,1,181,230.8,False,False,False,False,0,127.4,11,2,0,casual_legit
0,0,54,0,,False,True,True,True,0,2.5,0,22,0,scraper_bot
0,0,2,228,278.9,False,False,False,False,0,31.5,12,1,0,casual_legit
0,0,50,0,50.7,False,False,True,False,0,6.3,1,13,1,scraper_bot
6,1,6,1,,True,True,False,False,0,0.8,1,3,1,credential_stuffing_bot
0,0,2,34,151.7,False,False,False,True,0,10.7,5,2,0,mobile_legit
0,0,5,162,252.4,False,False,False,False,0,44.3,5,1,0,casual_legit
0,0,6,223,260.7,False,False,False,False,0,59.2,5,1,0,casual_legit
0,0,39,1,,True,True,False,True,0,0.5,1,15,1,scraper_bot
3,2,13,183,164.6,True,False,False,True,0,35.5,7,5,1,careful_human_attacker
0,0,5,10,436.8,False,False,False,True,0,6.3,9,2,0,mobile_legit
0,0,2,5,298.2,False,False,False,False,0,30.4,10,3,0,mobile_legit
3,1,12,1,33.1,True,False,False,False,1,1.6,1,1,1,credential_stuffing_bot
1,0,2,25,306.2,False,False,False,False,0,13.3,8,2,0,mobile_legit
0,0,6,110,206.1,False,False,False,False,0,102.4,12,3,0,casual_legit
0,0,5,239,187.6,False,False,False,False,0,74.9,8,2,0,casual_legit
0,0,0,259,310.8,True,False,False,False,0,67.3,10,2,0,legit_on_vpn
1,0,41,0,15.5,False,False,True,True,0,1.2,0,2,1,credential_stuffing_bot
0,0,7,303,262.2,True,False,False,False,0,45.8,14,5,0,legit_on_vpn
1,0,3,158,227.8,False,False,False,False,0,26.4,6,4,0,casual_legit
0,0,3,267,177.2,False,False,False,False,0,103.0,7,2,0,casual_legit
4,1,3,153,217.3,True,False,True,True,0,62.6,9,6,1,careful_human_attacker
0,0,4,32,379.9,False,False,False,False,1,37.1,6,3,0,mobile_legit
1,0,31,1,,False,True,True,True,0,2.7,0,12,1,scraper_bot
10,0,40,2,,False,True,True,True,1,1.2,0,1,1,credential_stuffing_bot
1,0,7,91,258.2,True,False,False,False,0,27.6,8,3,1,careful_human_attacker
1,0,4,193,157.9,False,False,False,False,0,27.4,11,1,1,casual_legit
1,0,5,97,219.4,True,False,False,True,0,48.8,6,3,0,legit_password_typo
4,2,11,120,285.8,True,False,False,False,1,51.4,4,3,1,careful_human_attacker
0,0,36,0,15.0,False,True,True,True,0,1.8,1,16,0,scraper_bot
0,0,2,139,253.0,False,False,False,False,0,89.8,16,3,0,casual_legit
0,0,3,143,,True,False,False,False,0,29.1,9,4,0,legit_on_vpn
5,0,20,1,36.0,True,True,True,False,0,1.3,0,2,1,credential_stuffing_bot
0,0,5,188,186.4,False,False,False,False,0,13.6,8,2,0,casual_legit
1,0,6,176,,False,False,False,False,0,21.9,11,2,0,legit_password_typo
1,0,1,287,172.4,False,False,False,False,0,12.3,10,4,0,legit_password_typo
5,0,46,1,,False,True,True,False,2,0.9,0,1,1,credential_stuffing_bot
0,0,2,20,368.2,False,False,False,False,0,50.8,8,1,0,mobile_legit
2,0,6,133,204.6,False,False,False,False,0,16.6,14,3,0,legit_password_typo
0,1,1,168,227.0,False,False,False,False,0,149.0,12,2,1,casual_legit
0,0,2,163,164.4,False,False,False,False,0,62.6,10,7,0,casual_legit
2,0,4,156,235.7,False,False,False,False,0,113.6,11,2,0,legit_password_typo
1,0,3,152,274.4,False,False,False,False,0,88.2,12,3,0,legit_password_typo
3,1,5,184,226.6,False,False,False,False,0,12.0,9,4,0,legit_password_typo
0,0,51,0,46.5,False,True,True,True,0,2.5,0,14,1,scraper_bot
0,0,5,174,143.2,False,False,False,False,0,6.7,14,1,0,casual_legit
0,1,6,16,15.0,True,False,False,True,3,9.3,1,5,1,repeat_offender
0,0,5,22,282.3,False,False,False,False,0,89.3,12,2,0,casual_legit
0,0,3,176,184.8,False,False,False,False,0,9.6,7,2,0,casual_legit
0,0,2,347,215.8,False,False,False,False,0,59.3,10,1,0,casual_legit
0,0,25,0,,False,True,False,True,0,0.6,1,13,0,scraper_bot
7,0,10,0,29.0,True,True,True,True,0,3.3,0,2,1,credential_stuffing_bot
1,0,1,9,362.8,False,False,False,False,0,41.6,5,3,0,mobile_legit
0,0,2,222,243.8,False,False,False,True,0,10.2,8,3,0,casual_legit
3,0,21,0,,False,False,False,False,3,0.5,0,2,1,credential_stuffing_bot
0,0,2,250,261.7,False,False,False,True,0,16.7,8,2,0,casual_legit
0,0,2,212,265.3,True,False,False,False,0,87.9,10,1,0,legit_on_vpn
6,0,17,2,51.8,False,True,True,False,1,4.1,0,2,1,credential_stuffing_bot
0,0,4,209,316.4,False,False,False,False,0,8.0,7,1,0,casual_legit
0,0,4,169,225.5,False,False,False,False,0,22.8,6,3,0,casual_legit
2,0,4,22,200.3,False,False,False,False,0,14.5,8,1,0,legit_password_typo
5,2,40,0,,True,True,False,False,3,3.8,0,1,1,credential_stuffing_bot
2,1,10,85,189.3,False,False,False,True,1,18.4,8,4,1,careful_human_attacker
0,0,4,196,186.1,False,False,False,False,0,44.8,6,4,0,casual_legit
0,0,4,28,286.3,False,False,False,False,0,17.3,12,2,0,mobile_legit
0,0,1,33,331.4,False,False,False,False,0,111.0,3,2,0,mobile_legit
1,0,4,156,263.7,False,False,False,False,0,10.8,6,5,0,casual_legit
0,1,4,279,296.4,False,False,False,False,0,7.4,9,2,0,casual_legit
5,0,12,222,132.0,True,False,False,True,0,33.0,5,1,1,careful_human_attacker
0,0,3,175,215.8,False,False,False,True,0,7.3,7,4,0,casual_legit
0,1,5,28,285.6,False,False,False,False,0,52.9,3,3,0,mobile_legit
0,0,3,125,237.7,False,False,False,False,0,21.5,3,1,0,casual_legit
0,0,0,7,121.8,True,False,False,False,1,7.2,1,5,1,repeat_offender
0,0,2,285,260.6,False,False,False,False,0,29.9,12,3,0,casual_legit
3,1,18,6,,False,False,False,False,2,2.4,3,5,1,repeat_offender
0,0,3,7,,False,False,False,False,0,123.9,6,2,0,mobile_legit
0,0,7,204,188.8,True,False,False,False,0,6.9,9,2,0,casual_legit
0,0,0,96,265.6,False,False,False,True,0,54.7,10,5,0,casual_legit
0,0,7,157,283.3,False,False,False,False,0,22.4,7,2,0,casual_legit
1,0,5,219,239.7,True,False,False,True,0,88.3,4,3,0,casual_legit
6,2,23,0,57.2,False,False,False,False,1,10.1,0,1,1,credential_stuffing_bot
0,0,2,10,245.2,True,False,False,False,0,9.9,8,2,0,mobile_legit
1,0,16,0,25.9,True,True,False,True,0,4.3,0,1,1,credential_stuffing_bot
0,0,3,168,126.3,False,False,False,False,0,13.3,13,2,0,casual_legit
0,0,3,141,228.0,False,False,False,False,0,25.3,13,4,0,casual_legit
1,2,5,255,174.5,False,False,False,False,0,129.2,8,3,1,careful_human_attacker
0,0,7,71,316.0,True,False,False,False,0,38.7,8,1,0,legit_on_vpn
0,0,3,175,202.8,False,False,False,False,0,9.7,7,3,0,casual_legit
0,0,2,10,339.5,False,False,False,False,0,32.1,7,3,0,mobile_legit
1,0,2,177,252.2,False,False,False,False,0,57.3,11,4,0,legit_password_typo
1,0,5,130,198.0,True,False,False,False,0,42.2,8,2,0,legit_on_vpn
0,0,14,14,71.3,False,False,False,False,1,13.0,1,4,0,repeat_offender
4,0,7,1,38.2,True,False,True,True,1,0.7,1,1,1,credential_stuffing_bot
6,2,21,0,48.8,False,False,True,False,1,0.8,0,1,1,credential_stuffing_bot
0,0,3,81,299.1,False,False,False,False,0,20.4,10,2,0,casual_legit
0,0,5,146,311.1,False,False,False,False,0,25.2,7,1,0,casual_legit
2,0,5,5,152.5,True,False,True,True,4,1.3,0,2,1,repeat_offender
0,1,2,292,190.7,False,False,False,True,0,10.1,9,2,0,casual_legit
0,0,4,115,295.8,False,False,False,False,0,9.8,9,2,0,casual_legit
0,0,2,164,286.2,False,False,False,False,0,11.7,9,4,0,casual_legit
7,1,13,0,59.5,True,True,False,False,1,0.2,0,1,1,credential_stuffing_bot
5,0,43,0,22.1,False,True,False,False,1,5.6,1,1,1,credential_stuffing_bot
0,1,2,99,274.0,True,False,False,False,0,11.0,11,2,0,legit_on_vpn
0,0,3,242,233.3,False,False,False,False,0,11.7,15,3,0,casual_legit
0,0,3,253,278.3,False,False,False,False,0,44.4,9,2,0,casual_legit
0,0,3,229,246.2,False,False,False,False,0,88.1,4,1,0,casual_legit
0,0,2,208,295.8,False,False,False,False,0,23.4,9,1,0,casual_legit
0,0,2,6,432.8,False,False,False,False,0,36.8,6,1,0,mobile_legit
2,3,9,118,179.2,False,False,False,False,0,13.5,12,4,1,careful_human_attacker
0,0,3,124,239.5,True,False,False,False,0,31.0,6,2,0,legit_on_vpn
0,0,6,318,255.7,True,False,False,False,0,14.9,7,2,0,legit_password_typo
